,name,street,zip,city,siren,status,description,working_hours,no_cars
44,3C MOTOS,6 allée des écuries,64600,Anglet,485376784,Actif depuis le 05/11/2010,"Chez 3C MOTOS , vous bénéficiez d’une gamme complète d’occasions de qualité. Tous nos véhicules ont été testés et contrôlés par notre équipe avant leur mise en vente. Nos experts ont vérifié les 60 points de contrôle du label Honda. De même, en tant que spécialistes, nous sommes à votre écoute pour vous renseigner avec précision sur chacune de nos occasions et vous conseiller. Nous pouvons vous accompagner dans votre achat et vous aider à dénicher le modèle idéal. Alors, si vous trouvez votre bonheur au sein de notre catalogue, n’hésitez pas à nous contacter ! Nous pourrons convenir d’un rendez-vous et d’un essai dans notre concession Honda 3C MOTOS à ANGLET.","Horaire d'hiver : 
Du mardi au samedi de 9h30 à 12h00 et de 14h00 à 18h30.
Horaire d'été: 
Du mardi au samedi de 9h30 à 18h30 en continu",Annonces (12)
45,3f auto services,111 avenue victor hugo,75016,Paris,884348574,Actif depuis le 16/11/2024,"Depuis plusieurs années, nous élevons le niveau de vente au détail de voitures d’occasion avec l’un des programmes de véhicules d’occasion les plus récentes et les plus fiables jamais créés. 

Avec 3F auto Services vous pouvez également faire votre carte grise, tranquillement depuis chez vous.",DU LUNDI AU SAMEDI DE 9H A 17H,Annonces (2)
46,3G AUTOS,1160 Route De Lyon,1360,BALAN,821254083,Actif depuis le 20/07/2016,VENTE VÉHICULES NEUFS ET OCCASIONS TOUTES MARQUES,,Annonces (20)
47,3J AUTO,617 av du canton vert,13190,Allauch,498368372,Actif depuis le 28/10/2010,"Achat, vente et reprise de véhicules neufs et d'occasions récentes multimarques. Tous nos véhicules sont garantis et révisés. Vous avez la possibilité de voir nos véhicules sur parc sur rdv. Notre expérience depuis 2007, nous permet de vous conseiller dans votre achat en cas de besoin.
À très bientôt.",du lundi au vendredi sur rdv et le samedi matin sur rdv,Annonces (26)
48,3M MOTORS,2 RUE HENRI PRIMAULT,51390,Rosnay,898773981,Actif depuis le 20/05/2021,"Spécialiste 4X4 
Neuf et Occasion 

Achat / Vente 
 
Préparation 4x4 Off Road",TOUS LES JOURS,Annonces (3)
49,3P AUTOMOBILES,142 B RTE DE LA PYRAMIDE,49130,LES PONTS-DE-CE,921856159,Actif depuis le 12/01/2023,"Tél : 02 41 66 92 01

142 BIS ROUTE DE LA PYRAMIDE
49130 LES PONTS DE CE","Du lundi au vendredi de 8h à 19h
Le samedi de 9h à 12h
Fermé dimanche et jours fériés",Annonces (8)
50,40Utilitaires votre spécialiste dans les Landes,350 route du luy,40180,Tercis,434693230,Actif depuis le 29/10/2010,"Toute l'année un large choix de kangoo utilitaire.

Chaque véhicule bénéficie d’une attention particulière tant 
sur le point esthétique que mécanique.

Notre approvisionnement est constant et nous permet d’offrir
 un choix unique dans les landes.

N’hésitez pas à nous contacter !!!","Lundi au vendredi de 8h à 12h et de 14h à 
18h30 
Fermé le samedi",Annonces (10)
51,45 autosport,"648, rue d'Ardon",45370,Jouy Le Potier,494435944,Actif depuis le 31/01/2023,"Qui sommes-nous ?

Vente, entretien et réparation de véhicules de Sport, de 
Prestige et de Collection. 

Spécialiste PORSCHE indépendant pour la vente et l'entretien.

NOS VEHICULES EN ANNONCES SONT VISIBLES SUR PLACE DANS NOTRE SHOWROOM. 

Fondé en 2007, 45-AUTOSPORT est désormais une adresse 
incontournable sur Orléans et la Région Centre pour l'achat 
et la réparation de votre véhicule d'exception toute marque.
Situé sur la commune de Jouy le Potier en Sologne, dans le 
Loiret (45), ce local bénéficie d'un cadre agréable dans un 
environnement boisé à seulement 10 minutes de la sortie 
d'autoroute Orléans Sud - Olivet (A71).

Nous vous proposons en permanence un parc de 20 à 30 
véhicules visibles et disponibles dans notre showroom.
Nous sommes spécialisés dans la marque Porsche, et nous disposons également de véhicules d'autres marques Premium.

N'hésitez pas à nous contacter par téléphone ou par email. 
Retrouvez nous également sur nos pages Facebook et Instagram.
Sportivement,
Toute l'équipe de 45-AUTOSPORT est à votre écoute.","Du lundi au vendredi de 9h00 à 12h00 et de 
14h à 18h30
Le samedi de 9h00 à 12h00.",Annonces (16)
52,49 REMORQUES,5 avenue des trois provinces,49300,CHOLET,352321517,Actif depuis le 27/04/2012,"49 REMORQUES

VENTE et LOCATION 

* Remorques Professionnelles 
* Remorques Particuliers
* Remorques bagagères et de loisirs

Large gamme d'accessoires et de pièces détachées

SAV et réparations

49 REMORQUES CHOLET
5 avenue des trois provinces
49300 CHOLET","Lundi : 14H00 - 19H00 
Mardi à vendredi : 
9H00 – 12H00 et 14H00 - 19H00 
Samedi : 9H00 – 12H00 et 14H00 - 18H00",Annonces (6)
53,4 en 1,"8, RUE PHILIPPE DE GIRARD",75010,Paris,330568338,Actif depuis le 31/12/2021,"L'un des plus grands choix de 2 roues d'occasions en france 
!

Votre atelier est dans le même bâtiment que votre centre 
moto.

Pendant que nos techniciens se chargent de votre machine, 
vous pourrez toujours découvrir ou redécouvrir nos 
différents étages d'exposition et profiter de notre service 
accessoire.
Réparation et entretien toutes marques
Révision
Service rapide
Expertise assurance
Dépannage
Lavage vapeur
Contrôle visuel gratuit de votre moto
Possibilité de paiement en trois fois sans frais.( sur 
acceptation )","DU MARDI AU SAMEDI De 9 h 30 à 13 h 00 et de 
14 h 00 à 18 h 30 LE SAMEDI FERMETURE A 18 h 
00",Annonces (52)
54,4 ROUES,"59, Rue Dumont d'Urville",41000,Blois,880138193,Actif depuis le 31/03/2023,"4 ROUES vous propose une sélection de véhicules d'occasion révisés et garantis, de toutes marques sur parc ou sur commande.

Les Services 4 ROUES :

- Extension de garantie
- Recherche personnalisée
- Reprise de votre véhicule

Contactez nous pour plus d'informations.",,Annonces (25)
55,4 ROUES,1 rue Marc Gauthier Le village des entreprises Lot 11,33140,Villenave-d'Ornon,908228778,Actif depuis le 23/08/2021,"- VENTE ET IMPORTATION DE VÉHICULES DE SPORTS ET DE PRESTIGES
- NEUF ET OCCASIONS
- SERVICE CARTE GRISE

Ouverture du mardi au samedi de 9h30 à 12h30 et de 14h à 19h00.",Du mardi au samedi de 09h30 à 12h30 et de 14h00 à 19h00.,Annonces (133)
56,4 SAISONS,La simaille,44650,Corcoué-sur-Logne,930860846,Actif depuis le 11/07/2024,"NOS SERVICES 

- Large sélection de Mobil-homes avec arrivage permanent.
- Livraison partout en France.
- Expertise Technique : Tests en eau, gaz et électricité réalisés par des professionnels agréés avant chaque livraison.
- Nettoyage Complet : Mobil-homes nettoyés intérieurement et extérieurement avant chaque livraison.
- Destruction Gratuite : Solution de destruction gratuite pour vos anciens Mobil-homes.",7j7 Sur rendez-vous uniquement,Annonces (38)
57,4SAUTOMOBILES.FR,64 rue des frères lumière ZAC Maurice schumann,59560,Comines,838528032,Actif depuis le 10/11/2023,"Chez 4SAUTOMOBILES.FR, nous sommes passionnés par l’automobile et dédiés à offrir à nos clients une expérience d’achat exceptionnelle.

Notre mission ? Vous proposer une sélection de véhicules d’occasion exclusifs, soigneusement choisis pour répondre aux plus hautes exigences en termes de qualité, de fiabilité et de performance.
Chaque véhicule de notre parc est :

Rigoureusement sélectionné : souvent de première main et faiblement kilométré, pour garantir une condition optimale.
Contrôlé avec précision : inspecté selon les normes les plus strictes pour assurer votre sérénité.
Garanti : parce que votre confiance est notre priorité.

Pourquoi choisir 4SAUTOMOBILES.FR ?
Une expertise reconnue : Spécialisés dans les véhicules d’exception, nous mettons notre savoir-faire au service de vos attentes.
À 25 minutes des gares Lille Flandres et Lille Europe
À 30 minutes de l’aéroport Lille Lesquin
Un service personnalisé : Nous vous accompagnons à chaque étape de votre projet pour faire de votre achat une expérience unique.

Notre promesse
Avec 4SAUTOMOBILES.FR, choisissez bien plus qu’une voiture : optez pour un véhicule d’exception, une qualité sans compromis et un service sur mesure.","Du lundi au vendredi de 9h à 12h et de 14h à 18h ( sur RDV ) 

Le samedi de 9h à 12h ( l'après midi sur RDV )",Annonces (6)
58,4WD PREPARATION,140 avenue du Marin Blanc ZI Les Paluds,13400,AUBAGNE,344531330,Actif depuis le 28/10/2010,"VENEZ VISITER NOTRE PARC POUR PEUT ETRE TROUVER LE 4X4 QUI 
VOUS CONVIENT !!! 
 
Pour nous joindre demandez PATRICK FERREI au 04.42.82.42.42

Mail : preparateur4wdpreparation@hotmail.fr
Facebook : quatrewd préparation ou 4WD PREPARATION

4WD PREPARATION de la préparation esthétique en passant 
par l'utilitaire jusqu'à la préparation au raid, 

Nous réalisons ce que vous désirez, accessoires sur mesure,
 modification des performances... 

Nous préparons vos ''muscle car '' ancien ou récent .......

VOUS EN AVEZ RÊVÉ 4WD LE FAIT !","Du lundi au vendredi 

8h à 12h // 14h à 18h

Le samedi 

10h à 12h // 15h00 à 18h00 + sur RDV

Le dimanche sur RDV",Annonces (81)
59,4X4 ACCESSOIRES,1 RUE DU JUNCASSA,65290,JUILLAN,451527683,Actif depuis le 30/10/2010,"Spécialiste Pièces & Accessoires 4X4 & Motos (Maxi-Trails) orientés Off-Road.

4x4accessoires.com est spécialisé dans la vente de pièces & accessoires 4x4 et Motos (Maxi-Trails) orientés Off-Road.

Vous y trouverez les pièces auto Japonaises d'origine constructeurs (NISSAN & TOYOTA) et des accessoires 4x4 destinés aux véhicules tout terrain.

Mais aussi les meilleurs équipements 4X4 et Maxi-trails, pour le bivouac, la randonnée, le franchissement, le raid 4x4 ou moto et le rallye-raid.

Vous trouverez également pour chaque véhicule des éléments séparés : ressorts, amortisseurs pour suspension d'origine et rehaussée, jeux de silentblocs de tirants et barres de direction, amortisseurs de direction, barres panhard renforcées et réglables pour un grand nombre de véhicules, ainsi que des kits suspension complets adaptés à vos besoins.

Depuis quelques temps nous réalisons la ventes de pièces & accessoires pour les motos (Maxi-Trails) destiné aux voyages en Off-road.

Nous sommes basés aux pieds des Pyrénées (65); avec possibilités de tester les produits que nous venons de vous vendre/installer ; en vous faisant découvrir notre belle région par les pistes.","L'atelier & le magasin est ouvert du lundi au vendredi, sans rendez-vous, de 9h00 à 12h00 et de 14h00
 à 18h00.",Annonces (88)
60,4 X 4 DIFFUSION,12 Zac de la billonne,13170,les pennes mirabeau,383426004,Actif depuis le 01/06/2015,"Bienvenue sur 4×4 Diffusion votre spécialiste 4×4 et Quad , SSV !

Entretien, réparation, préparation et vente 4×4 , Quad , SSV , moto électrique , pièces détachées, dépôt vente, vente d’accessoires et d’équipement, préparation raid, franchissement, compétition et plus.

Garantie constructeur préservée

4×4 Diffusion est la référence en tout terrain (4×4 , Quad & SSV) situe sur les Pennes Mirabeau entre Aix et Marseille depuis 1991 !

Concessionnaire et magasin de quad , ssv et moto électrique : POLARIS , ARCTIC CAT , HYTRACK , MASAÏ , TEXTRON OFF ROAD , Odes industry, HSUN , Temver , SUR-RON 13 dans les Bouches du Rhône 13

Possibilité de financement et crédit pour les quads et ssv neuf avec ou sans apport
Règlement en 3 ou 4 fois","Du Lundi au vendredi
 8h30 a 12h et de 14h 18h30
Samedi matin
9h a 12h
Dimanche ferme",Annonces (13)
61,4x4Farm France,6 rue de la foret,67350,ENGWILLER,489908004,Actif depuis le 23/05/2015,"Notre société spécialisée dans l’importation, des pays 
européens (CEE) , de 4×4 LandRover Defender
 de tous types et autres 4×4.
 Cette société, créée par Emmanuel Lagel le 03 mai 2006, 
répond aux nécessités du nouveau marché international de 
l’automobile.
 Elle offre aux particuliers, aux professionnels des 
solutions individualisées du plus haut niveau d’efficacité.
 4×4 Farm France est LE spécialiste des véhicules 
d’occasions LandRover Defender.
Dépôt-vente Recherche personnalisée
 Accessoirise à vos attentes
 Réalisation de toutes les démarches administratives (Carte 
grise, immatriculation)
-Possibilité de livraison dans toute la France et pays EU.
L’équipe 4×4 Farm France.","Par Tél du Lundi au Samedi de 9h à 18h et sur
Rendez-vous sur le parc",Annonces (7)
62,4X4 FUTE 34,12 RUE DE LA LUCQUE,34725,Saint-André-De-Sangonis,828278523,Actif depuis le 28/06/2017,"Achats ventes de 4x4 toutes marques

 ventes d'accessoires 
 pièces neuves ou d'occasions
 pneu neuf au prix d internet 
 entretien et réparation toutes marques
 préparation raid, trial, randonner ou chasse","Du lundi au vendredi
De 9h à 12h - 14h à 18h",Annonces (11)
63,60 SECONDES CHRONO,452 Rue Francois Lota ZI de Bastia,20600,Bastia,878111590,Actif depuis le 25/10/2019,"Vente de véhicule : Conseil - Achat - Vente - Sécurité - 
Confiance Financement et reprise d'anciens véhicules 
Recherche spécifique / Import & Export Service de 
conciergerie pour voitures d'exception (devis sur rdv) 
Rénovation et restauration d'auto (collection , sport , 
prestige ) Agences présentes Continent & Corse","Du Lundi au Vendredi:  
Matin: 09H00 - 12H00 
Après-Midi: 14H00-18H30 
Uniquement sur RDV",Annonces (93)
64,66 JET PARTS,1 quai belem,66140,Canet En Roussillon,505366013,Actif depuis le 18/05/2016,"Notre magasin 66 jet parts, situé à Canet en Roussillon , est un magasin secondaire de Seventeen jet&parts situé à Saujon dans le 17.

Spécialiste des motomarines Sea Doo (BRP) ainsi que tous les équipements liés à la pratique de ce sport ,vous trouverez dans notre magasin: gilets, combinaisons, équipements de glisse et produits d'entretien.

Nous assurons le service et la maintenance de vos machines.

Nous vendons des remorques adaptées à vos jets.

Un large choix de machines neuves et d'occasion en stock dans tous nos magasins","Du Mardi au samedi de 9h à 12 h et de 14 h à 
19h",Annonces (22)
65,6car.fr automobiles,650 Avenue de l'europe,12100,MILLAU,452757412,Actif depuis le 02/07/2011,"Depuis plus de 20ans, Bertrand SICARD sélectionne rigoureusement les véhicules premiums qu'il propose à ses clients
une sélection méticuleuse, attentionnée, dans le respect des règles de l'art automobile.

Vous recherchez : 
- un véhicule récent Premium (- 2 ans - 25.000kms, ex véhicule de direction / démonstration et de services des constructeurs) 
- un véhicule neuf Premium ( déjà produit ou sur commande suivant votre configuration)
- un véhicule d'occasion premium ( +2 ans +25.000kms) 
 
Nos circuits courts avec les usines et les concessionnaires européens & nos 20 années d'expérience vous assure du meilleur tarif et du meilleur délai
Que ce soit sur notre stock ou dispo rapidement en recherche personnalisée,
N'hésitez pas à nous contacter

Nos ENGAGEMENTS 6CAR vous assure un achat en toute confiance, un achat sécurisé et de qualité :
- Historique, du véhicule. 150 points de contrôle esthétique et mécanique par des Pro
- Garantie jusqu'à 60 mois
- Livraison sur la France entière 
- Démarches administratives & service immatriculation 
- Service Après Vente Personnalisé
- Financement ( crédit - Loa - Leasing -LLD)
- Reprise / Rachat de votre auto 

Bienvenue chez 6CAR AUTOMOBILES
La Passion Automobile Premium depuis 2004",Pour mieux vous recevoir nous vous recevons uniquement sur rendez vous du lundi au samedi de 09h à 12h et de 14h à 19h,Annonces (12)
66,6 EME AVENUE BOURGOIN MOTO,53 RUE ISAAC ASIMOV,38300,Bourgoin-Jallieu,332277037,Actif depuis le 30/11/2014,"Spécialiste vente deux roues BMW Motorrad.

Mardi au Samedi de 9h00 à 12h00 et 14h00 à 18h00","Mardi au Samedi de 9h00 à 12h00 et 14h00 à 
18h00",Annonces (28)
67,7 autos,110 AVENUE DES EAUX BLANCHES,34200,SETE,980334650,Actif depuis le 12/10/2023,Ventes de véhicules occasions,"Du lundi au Samedi 
9h-12h 14h-19h
Fermé le dimanche et les jours fériés",Annonces (27)
68,7 EME AVENUE,116 bis boulevard maxime gorki,94800,VILLEJUIF,341540870,Actif depuis le 10/11/2010,"Bienvenue chez 7e Avenue,

Nous proposons, pour les passionnés de motos et scooters mais également pour les professionnels qui ont compris l’intérêt de l'utilisation du deux-roues pour leur activité, une large gamme de véhicules de la marque Honda.

Vous trouverez en plus des accessoires, des vêtements dédiés à la pratique des deux-roues ainsi qu'une sélection de véhicules d'occasions entièrement révisés et garantie.

Nous répondons à toutes vos questions en moins de 24h via le formulaire et même via Messenger et Instagram.","Mardi - Vendredi
08:30–12:00 / 14:00-18:30

SAMEDI 
09:00–12:00 / 14:00-18:00

Dimanche / Lundi
Fermé",Annonces (5)
